state_abbreviation,state_name,report_date,state_expanded_medicaid,preliminary_updated,final_report,new_applications_submitted_to_medicaid_and_chip_agencies,new_applications_submitted_to_medicaid_and_chip_agencies__f_85d7,applications_for_financial_assistance_submitted_to_the_stat_104d,applications_for_financial_assistance_submitted_to_the_stat_c640,total_applications_for_financial_assistance_submitted_at_st_d6fa,total_applications_for_financial_assistance_submitted_at_st_9919,individuals_determined_eligible_for_medicaid_at_application,individuals_determined_eligible_for_medicaid_at_application_4f96,individuals_determined_eligible_for_chip_at_application,individuals_determined_eligible_for_chip_at_application__fo_e28a,total_medicaid_and_chip_determinations,total_medicaid_and_chip_determinations__footnotes,medicaid_and_chip_child_enrollment,medicaid_and_chip_child_enrollment__footnotes,total_medicaid_and_chip_enrollment,total_medicaid_and_chip_enrollment__footnotes,total_medicaid_enrollment,total_medicaid_enrollment__footnotes,total_chip_enrollment,total_chip_enrollment__footnotes
OK,Oklahoma,2019-06-01,N,P,N,37987,"Includes Renewals and/or Redeterminations",,,37987,"Includes Renewals and/or Redeterminations",36793,"Includes Renewals and/or Redeterminations",6829,"Includes Renewals and/or Redeterminations",43622,"Includes Renewals and/or Redeterminations",511378,,729196,,610779,,118417,
OK,Oklahoma,2019-06-01,N,U,Y,37987,"Includes Renewals and/or Redeterminations",,,37987,"Includes Renewals and/or Redeterminations",36793,"Includes Renewals and/or Redeterminations",6829,"Includes Renewals and/or Redeterminations",43622,"Includes Renewals and/or Redeterminations",511378,,729196,,610779,,118417,
OK,Oklahoma,2019-07-01,N,P,N,44716,"Includes Renewals and/or Redeterminations",,,44716,"Includes Renewals and/or Redeterminations",42791,"Includes Renewals and/or Redeterminations",7418,"Includes Renewals and/or Redeterminations",50209,"Includes Renewals and/or Redeterminations",515185,,735152,,612128,,123024,
OK,Oklahoma,2019-07-01,N,U,Y,44716,"Includes Renewals and/or Redeterminations",,,44716,"Includes Renewals and/or Redeterminations",42791,"Includes Renewals and/or Redeterminations",7418,"Includes Renewals and/or Redeterminations",50209,"Includes Renewals and/or Redeterminations",515185,,735152,,612128,,123024,
OK,Oklahoma,2019-08-01,N,P,N,51443,"Includes Renewals and/or Redeterminations",,,51443,"Includes Renewals and/or Redeterminations",47415,"Includes Renewals and/or Redeterminations",7051,"Includes Renewals and/or Redeterminations",54466,"Includes Renewals and/or Redeterminations",512598,,730878,,608468,,122410,
OK,Oklahoma,2019-08-01,N,U,Y,51443,"Includes Renewals and/or Redeterminations",,,51443,"Includes Renewals and/or Redeterminations",47415,"Includes Renewals and/or Redeterminations",7051,"Includes Renewals and/or Redeterminations",54466,"Includes Renewals and/or Redeterminations",512598,,730878,,608468,,122410,
OK,Oklahoma,2019-09-01,N,P,N,51419,"Includes Renewals and/or Redeterminations",,,51419,"Includes Renewals and/or Redeterminations",87682,"Includes Renewals and/or Redeterminations",10666,"Includes Renewals and/or Redeterminations",98348,"Includes Renewals and/or Redeterminations",511370,,727681,,609104,,118577,
OK,Oklahoma,2019-09-01,N,U,Y,51419,"Includes Renewals and/or Redeterminations",,,51419,"Includes Renewals and/or Redeterminations",87682,"Includes Renewals and/or Redeterminations",10666,"Includes Renewals and/or Redeterminations",98348,"Includes Renewals and/or Redeterminations",511370,,727681,,609104,,118577,
OK,Oklahoma,2019-10-01,N,P,N,47985,"Includes Renewals and/or Redeterminations",,,47985,"Includes Renewals and/or Redeterminations",45621,"Includes Renewals and/or Redeterminations",8090,"Includes Renewals and/or Redeterminations",53711,"Includes Renewals and/or Redeterminations",512444,,729961,,608239,,121722,
OK,Oklahoma,2019-10-01,N,U,Y,47985,"Includes Renewals and/or Redeterminations",,,47985,"Includes Renewals and/or Redeterminations",45621,"Includes Renewals and/or Redeterminations",8090,"Includes Renewals and/or Redeterminations",53711,"Includes Renewals and/or Redeterminations",512444,,729961,,608239,,121722,
OK,Oklahoma,2019-11-01,N,U,Y,42072,"Includes Renewals and/or Redeterminations",,,42072,"Includes Renewals and/or Redeterminations",42607,"Includes Renewals and/or Redeterminations",9388,"Includes Renewals and/or Redeterminations",51995,"Includes Renewals and/or Redeterminations",501917,,716103,,596575,,119528,
OK,Oklahoma,2019-11-01,N,P,N,42072,"Includes Renewals and/or Redeterminations",,,42072,"Includes Renewals and/or Redeterminations",42607,"Includes Renewals and/or Redeterminations",9388,"Includes Renewals and/or Redeterminations",51995,"Includes Renewals and/or Redeterminations",501917,,716103,,596575,,119528,
OK,Oklahoma,2019-12-01,N,P,N,44483,"Includes Renewals and/or Redeterminations",,,44483,"Includes Renewals and/or Redeterminations",44157,"Includes Renewals and/or Redeterminations",9394,"Includes Renewals and/or Redeterminations",53551,"Includes Renewals and/or Redeterminations",500283,,713247,,596867,,116380,
OK,Oklahoma,2019-12-01,N,U,Y,44483,"Includes Renewals and/or Redeterminations",,,44483,"Includes Renewals and/or Redeterminations",44157,"Includes Renewals and/or Redeterminations",9394,"Includes Renewals and/or Redeterminations",53551,"Includes Renewals and/or Redeterminations",500283,,713247,,596867,,116380,
OK,Oklahoma,2020-01-01,N,U,Y,48758,"Includes Renewals and/or Redeterminations",,,48758,"Includes Renewals and/or Redeterminations",49691,"Includes Renewals and/or Redeterminations",9369,"Includes Renewals and/or Redeterminations",59060,"Includes Renewals and/or Redeterminations",505785,,721273,,600201,,121072,
OK,Oklahoma,2020-01-01,N,P,N,48758,"Includes Renewals and/or Redeterminations",,,48758,"Includes Renewals and/or Redeterminations",49691,"Includes Renewals and/or Redeterminations",9369,"Includes Renewals and/or Redeterminations",59060,"Includes Renewals and/or Redeterminations",505785,,721273,,600201,,121072,
OK,Oklahoma,2020-02-01,N,U,Y,32046,"Includes Renewals and/or Redeterminations",,,32046,"Includes Renewals and/or Redeterminations",41947,"Includes Renewals and/or Redeterminations",8800,"Includes Renewals and/or Redeterminations",50747,"Includes Renewals and/or Redeterminations",502359,,716566,,593369,,123197,
OK,Oklahoma,2020-02-01,N,P,N,32046,"Includes Renewals and/or Redeterminations",,,32046,"Includes Renewals and/or Redeterminations",41947,"Includes Renewals and/or Redeterminations",8800,"Includes Renewals and/or Redeterminations",50747,"Includes Renewals and/or Redeterminations",502359,,716566,,593369,,123197,
OK,Oklahoma,2020-03-01,N,U,Y,41733,"Includes Renewals and/or Redeterminations",,,41733,"Includes Renewals and/or Redeterminations",45003,"Includes Renewals and/or Redeterminations",8177,"Includes Renewals and/or Redeterminations",53180,"Includes Renewals and/or Redeterminations",515123,,734583,,614063,,120520,
OK,Oklahoma,2020-03-01,N,P,N,41733,"Includes Renewals and/or Redeterminations",,,41733,"Includes Renewals and/or Redeterminations",45003,"Includes Renewals and/or Redeterminations",8177,"Includes Renewals and/or Redeterminations",53180,"Includes Renewals and/or Redeterminations",515123,,734583,,614063,,120520,
OK,Oklahoma,2020-04-01,N,U,Y,31848,"Includes Renewals and/or Redeterminations",,,31848,"Includes Renewals and/or Redeterminations",51729,"Includes Renewals and/or Redeterminations",7520,"Includes Renewals and/or Redeterminations",59249,"Includes Renewals and/or Redeterminations",530880,,762993,,637899,,125094,
OK,Oklahoma,2020-04-01,N,P,N,31848,"Includes Renewals and/or Redeterminations",,,31848,"Includes Renewals and/or Redeterminations",51729,"Includes Renewals and/or Redeterminations",7520,"Includes Renewals and/or Redeterminations",59249,"Includes Renewals and/or Redeterminations",530880,,762993,,637899,,125094,
OK,Oklahoma,2020-05-01,N,P,N,32518,"Includes Renewals and/or Redeterminations",,,32518,"Includes Renewals and/or Redeterminations",32845,"Includes Renewals and/or Redeterminations",5990,"Includes Renewals and/or Redeterminations",38835,"Includes Renewals and/or Redeterminations",536571,,773600,,646739,,126861,
OK,Oklahoma,2020-05-01,N,U,Y,27062,"Includes Renewals and/or Redeterminations",,,27062,"Includes Renewals and/or Redeterminations",32845,"Includes Renewals and/or Redeterminations",5990,"Includes Renewals and/or Redeterminations",38835,"Includes Renewals and/or Redeterminations",536571,,773600,,646739,,126861,
OK,Oklahoma,2020-06-01,N,P,N,32790,"Includes Renewals and/or Redeterminations",,,32790,"Includes Renewals and/or Redeterminations",89321,"Includes Renewals and/or Redeterminations",19341,"Includes Renewals and/or Redeterminations",108662,"Includes Renewals and/or Redeterminations",549537,,797220,,672238,,124982,
OK,Oklahoma,2020-06-01,N,U,Y,32790,"Includes Renewals and/or Redeterminations",,,32790,"Includes Renewals and/or Redeterminations",89321,"Includes Renewals and/or Redeterminations",19341,"Includes Renewals and/or Redeterminations",108662,"Includes Renewals and/or Redeterminations",549537,,797220,,672238,,124982,
OK,Oklahoma,2020-07-01,N,U,Y,30992,"Includes Renewals and/or Redeterminations",,,30992,"Includes Renewals and/or Redeterminations",35885,"Includes Renewals and/or Redeterminations",5490,"Includes Renewals and/or Redeterminations",41375,"Includes Renewals and/or Redeterminations",555903,,809286,,680401,,128885,
OK,Oklahoma,2020-07-01,N,P,N,30992,"Includes Renewals and/or Redeterminations",,,30992,"Includes Renewals and/or Redeterminations",35885,"Includes Renewals and/or Redeterminations",5490,"Includes Renewals and/or Redeterminations",41375,"Includes Renewals and/or Redeterminations",555903,,809286,,680401,,128885,
OK,Oklahoma,2020-08-01,N,P,N,34875,"Includes Renewals and/or Redeterminations",,,34875,"Includes Renewals and/or Redeterminations",43415,"Includes Renewals and/or Redeterminations",7718,"Includes Renewals and/or Redeterminations",51133,"Includes Renewals and/or Redeterminations",564472,,823588,,691714,,131874,
OK,Oklahoma,2020-08-01,N,U,Y,34875,"Includes Renewals and/or Redeterminations",,,34875,"Includes Renewals and/or Redeterminations",43415,"Includes Renewals and/or Redeterminations",7718,"Includes Renewals and/or Redeterminations",51133,"Includes Renewals and/or Redeterminations",564472,,823588,,691714,,131874,
OK,Oklahoma,2020-09-01,N,P,N,36338,"Includes Renewals and/or Redeterminations",,,36338,"Includes Renewals and/or Redeterminations",60616,"Includes Renewals and/or Redeterminations",11162,"Includes Renewals and/or Redeterminations",71778,"Includes Renewals and/or Redeterminations",569766,,833734,,704453,,129281,
OK,Oklahoma,2020-09-01,N,U,Y,36338,"Includes Renewals and/or Redeterminations",,,36338,"Includes Renewals and/or Redeterminations",60616,"Includes Renewals and/or Redeterminations",11162,"Includes Renewals and/or Redeterminations",71778,"Includes Renewals and/or Redeterminations",569766,,833734,,704453,,129281,
OK,Oklahoma,2020-10-01,N,P,N,31695,"Includes Renewals and/or Redeterminations",,,31695,"Includes Renewals and/or Redeterminations",108436,"Includes Renewals and/or Redeterminations",19050,"Includes Renewals and/or Redeterminations",127486,"Includes Renewals and/or Redeterminations",574260,,844213,,714179,,130034,
OK,Oklahoma,2020-10-01,N,U,Y,31695,"Includes Renewals and/or Redeterminations",,,31695,"Includes Renewals and/or Redeterminations",108436,"Includes Renewals and/or Redeterminations",19050,"Includes Renewals and/or Redeterminations",127486,"Includes Renewals and/or Redeterminations",574260,,844213,,714179,,130034,
OK,Oklahoma,2020-11-01,N,U,Y,29085,"Includes Renewals and/or Redeterminations",,,29085,"Includes Renewals and/or Redeterminations",44040,"Includes Renewals and/or Redeterminations",6383,"Includes Renewals and/or Redeterminations",50423,"Includes Renewals and/or Redeterminations",578825,,854774,,722661,,132113,
OK,Oklahoma,2020-11-01,N,P,N,29085,"Includes Renewals and/or Redeterminations",,,29085,"Includes Renewals and/or Redeterminations",44040,"Includes Renewals and/or Redeterminations",6383,"Includes Renewals and/or Redeterminations",50423,"Includes Renewals and/or Redeterminations",578825,,854774,,722661,,132113,
OK,Oklahoma,2020-12-01,N,U,Y,30961,"Includes Renewals and/or Redeterminations",,,30961,"Includes Renewals and/or Redeterminations",83010,"Includes Renewals and/or Redeterminations",9544,"Includes Renewals and/or Redeterminations",92554,"Includes Renewals and/or Redeterminations",582476,,863285,,732928,,130357,
OK,Oklahoma,2020-12-01,N,P,N,30961,"Includes Renewals and/or Redeterminations",,,30961,"Includes Renewals and/or Redeterminations",83010,"Includes Renewals and/or Redeterminations",9544,"Includes Renewals and/or Redeterminations",92554,"Includes Renewals and/or Redeterminations",582476,,863285,,732928,,130357,
OK,Oklahoma,2021-01-01,N,U,Y,29808,"Includes Renewals and/or Redeterminations",,,29808,"Includes Renewals and/or Redeterminations",106793,"Includes Renewals and/or Redeterminations",12568,"Includes Renewals and/or Redeterminations",119361,"Includes Renewals and/or Redeterminations",585827,,866416,,733898,,132518,
OK,Oklahoma,2021-01-01,N,P,N,29808,"Includes Renewals and/or Redeterminations",,,29808,"Includes Renewals and/or Redeterminations",106793,"Includes Renewals and/or Redeterminations",12568,"Includes Renewals and/or Redeterminations",119361,"Includes Renewals and/or Redeterminations",585827,,866416,,733898,,132518,
OK,Oklahoma,2021-02-01,N,U,Y,21974,"Includes Renewals and/or Redeterminations",,,21974,"Includes Renewals and/or Redeterminations",66223,"Includes Renewals and/or Redeterminations",5093,"Includes Renewals and/or Redeterminations",71316,"Includes Renewals and/or Redeterminations",588234,,868589,,733445,,135144,
OK,Oklahoma,2021-02-01,N,P,N,21974,"Includes Renewals and/or Redeterminations",,,21974,"Includes Renewals and/or Redeterminations",66223,"Includes Renewals and/or Redeterminations",5093,"Includes Renewals and/or Redeterminations",71316,"Includes Renewals and/or Redeterminations",588234,,868589,,733445,,135144,
OK,Oklahoma,2021-03-01,N,U,Y,30906,"Includes Renewals and/or Redeterminations",,,30906,"Includes Renewals and/or Redeterminations",115304,"Includes Renewals and/or Redeterminations",12261,"Includes Renewals and/or Redeterminations",127565,"Includes Renewals and/or Redeterminations",590499,,875775,,739249,,136526,
OK,Oklahoma,2021-03-01,N,P,N,30906,"Includes Renewals and/or Redeterminations",,,30906,"Includes Renewals and/or Redeterminations",115304,"Includes Renewals and/or Redeterminations",12261,"Includes Renewals and/or Redeterminations",127565,"Includes Renewals and/or Redeterminations",590499,,875775,,739249,,136526,
OK,Oklahoma,2021-04-01,N,U,Y,27667,"Includes Renewals and/or Redeterminations",,,27667,"Includes Renewals and/or Redeterminations",67316,"Includes Renewals and/or Redeterminations",6589,"Includes Renewals and/or Redeterminations",73905,"Includes Renewals and/or Redeterminations",593895,,883341,,747210,,136131,
OK,Oklahoma,2021-04-01,N,P,N,27667,"Includes Renewals and/or Redeterminations",,,27667,"Includes Renewals and/or Redeterminations",67316,"Includes Renewals and/or Redeterminations",6589,"Includes Renewals and/or Redeterminations",73905,"Includes Renewals and/or Redeterminations",593895,,883341,,747210,,136131,
OK,Oklahoma,2021-05-01,N,P,Y,27379,"Includes Renewals and/or Redeterminations",0,,27379,"Includes Renewals and/or Redeterminations",75964,"Includes Renewals and/or Redeterminations",5240,"Includes Renewals and/or Redeterminations",81204,"Includes Renewals and/or Redeterminations",596094,,887980,,753336,,134644,
OR,Oregon,2013-09-01,Y,U,Y,,,,,,,,,,,,,,,626356,,,,,
OR,Oregon,2017-06-01,Y,U,Y,23479,"Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies",,,23479,"Does Not Include All Non-MAGI Applications",42186,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",3407,,45593,"Does Not Include All Non-MAGI Determinations Made At Application",427575,,1006080,,890245,,115835,
OR,Oregon,2017-06-01,Y,P,N,21397,"Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies",,,21397,"Does Not Include All Non-MAGI Applications",43316,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",3580,,46896,"Does Not Include All Non-MAGI Determinations Made At Application",421972,,992878,,878452,,114426,
OR,Oregon,2017-07-01,Y,U,Y,24891,"Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies",,,24891,"Does Not Include All Non-MAGI Applications",43035,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",4110,,47145,"Does Not Include All Non-MAGI Determinations Made At Application",421828,,989582,,872063,,117519,
OR,Oregon,2017-07-01,Y,P,N,23281,"Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies",,,23281,"Does Not Include All Non-MAGI Applications",44515,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",4336,,48851,"Does Not Include All Non-MAGI Determinations Made At Application",417903,,980606,,863880,,116726,
OR,Oregon,2017-08-01,Y,U,Y,26213,"Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies",,,26213,"Does Not Include All Non-MAGI Applications",42006,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",3766,,45772,"Does Not Include All Non-MAGI Determinations Made At Application",416977,,974751,,855736,,119015,
OR,Oregon,2017-08-01,Y,P,N,25086,"Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies",,,25086,"Does Not Include All Non-MAGI Applications",43176,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",3918,,47094,"Does Not Include All Non-MAGI Determinations Made At Application",412310,,964897,,846779,,118118,
OR,Oregon,2017-09-01,Y,P,N,21190,"Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies",,,21190,"Does Not Include All Non-MAGI Applications",33879,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",2765,,36644,"Does Not Include All Non-MAGI Determinations Made At Application",411676,,956469,,837228,,119241,
OR,Oregon,2017-09-01,Y,U,Y,22421,"Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies",,,22421,"Does Not Include All Non-MAGI Applications",32875,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",2622,,35497,"Does Not Include All Non-MAGI Determinations Made At Application",417128,,968409,,848151,,120258,
OR,Oregon,2017-10-01,Y,P,N,21511,"Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies",,,21511,"Does Not Include All Non-MAGI Applications",32479,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",2652,,35131,"Does Not Include All Non-MAGI Determinations Made At Application",415537,,962577,,840939,,121638,
OR,Oregon,2017-10-01,Y,U,Y,22553,"Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies",,,22553,"Does Not Include All Non-MAGI Applications",31724,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",2539,,34263,"Does Not Include All Non-MAGI Determinations Made At Application",418543,,969692,,847369,,122323,
OR,Oregon,2017-11-01,Y,P,N,18038,"Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies",,,18038,"Does Not Include All Non-MAGI Applications",33416,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",2650,,36066,"Does Not Include All Non-MAGI Determinations Made At Application",415183,,962992,,840230,,122762,
OR,Oregon,2017-11-01,Y,U,Y,19138,"Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies",,,19138,"Does Not Include All Non-MAGI Applications",33136,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",2640,,35776,"Does Not Include All Non-MAGI Determinations Made At Application",419727,,974672,,850758,,123914,
OR,Oregon,2017-12-01,Y,P,N,15215,"Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies",,,15215,"Does Not Include All Non-MAGI Applications",36207,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",3064,,39271,"Does Not Include All Non-MAGI Determinations Made At Application",414800,,964704,,840812,,123892,
OR,Oregon,2017-12-01,Y,U,Y,16834,"Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies",,,16834,"Does Not Include All Non-MAGI Applications",35426,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",3032,,38458,"Does Not Include All Non-MAGI Determinations Made At Application",419719,,976182,,851016,,125166,
OR,Oregon,2018-01-01,Y,P,N,14185,"Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies",,,14185,"Does Not Include All Non-MAGI Applications",39327,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",3725,,43052,"Does Not Include All Non-MAGI Determinations Made At Application",414994,,962505,,837997,,124508,
OR,Oregon,2018-01-01,Y,U,Y,14929,"Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies",,,14929,"Does Not Include All Non-MAGI Applications",31100,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",2797,,33897,"Does Not Include All Non-MAGI Determinations Made At Application",419803,,973460,,847632,,125828,
OR,Oregon,2018-02-01,Y,P,N,11953,"Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies",,,11953,"Does Not Include All Non-MAGI Applications",26046,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",2372,,28418,"Does Not Include All Non-MAGI Determinations Made At Application",414737,,960696,,836064,,124632,
OR,Oregon,2018-02-01,Y,U,Y,12653,"Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies",,,12653,"Does Not Include All Non-MAGI Applications",25328,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",2265,,27593,"Does Not Include All Non-MAGI Determinations Made At Application",419307,,970752,,844832,,125920,
OR,Oregon,2018-03-01,Y,U,Y,13143,"Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies",,,13143,"Does Not Include All Non-MAGI Applications",25248,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",2397,,27645,"Does Not Include All Non-MAGI Determinations Made At Application",419033,,972830,,847100,,125730,
OR,Oregon,2018-03-01,Y,P,N,12497,"Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies",,,12497,"Does Not Include All Non-MAGI Applications",25749,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",2461,,28210,"Does Not Include All Non-MAGI Determinations Made At Application",413488,,961079,,836724,,124355,
OR,Oregon,2018-04-01,Y,P,N,11657,"Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies",,,11657,"Does Not Include All Non-MAGI Applications",23122,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",1953,,25075,"Does Not Include All Non-MAGI Determinations Made At Application",415158,,966695,,841912,,124783,
OR,Oregon,2018-04-01,Y,U,Y,12199,"Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies",,,12199,"Does Not Include All Non-MAGI Applications",22554,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",1872,,24426,"Does Not Include All Non-MAGI Determinations Made At Application",419171,,975183,,849378,,125805,
OR,Oregon,2018-05-01,Y,U,Y,11459,"Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies",,,11459,"Does Not Include All Non-MAGI Applications",22611,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",2067,,24678,"Does Not Include All Non-MAGI Determinations Made At Application",417928,,974631,,848838,,125793,
OR,Oregon,2018-05-01,Y,P,N,11168,"Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies",,,11168,"Does Not Include All Non-MAGI Applications",22944,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",2138,,25082,"Does Not Include All Non-MAGI Determinations Made At Application",413573,,965922,,841253,,124669,
OR,Oregon,2018-06-01,Y,U,Y,11492,"Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies",,,11492,"Does Not Include All Non-MAGI Applications",20709,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",1997,,22706,"Does Not Include All Non-MAGI Determinations Made At Application",416792,,973948,,848155,,125793,
OR,Oregon,2018-06-01,Y,P,N,11108,"Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies",,,11108,"Does Not Include All Non-MAGI Applications",21065,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",2054,,23119,"Does Not Include All Non-MAGI Determinations Made At Application",411598,,963857,,839586,,124271,
OR,Oregon,2018-07-01,Y,U,Y,12591,"Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies",,,12591,"Does Not Include All Non-MAGI Applications",21628,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",2242,,23870,"Does Not Include All Non-MAGI Determinations Made At Application",415712,,972808,,846779,,126029,
OR,Oregon,2018-07-01,Y,P,N,12152,"Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies",,,12152,"Does Not Include All Non-MAGI Applications",21969,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",2352,,24321,"Does Not Include All Non-MAGI Determinations Made At Application",411129,,963773,,839405,,124368,
OR,Oregon,2018-08-01,Y,U,Y,13427,"Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies",,,13427,"Does Not Include All Non-MAGI Applications",24585,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",2603,,27188,"Does Not Include All Non-MAGI Determinations Made At Application",414720,,972190,,846403,,125787,
OR,Oregon,2018-08-01,Y,P,N,13089,"Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies",,,13089,"Does Not Include All Non-MAGI Applications",24808,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",2680,,27488,"Does Not Include All Non-MAGI Determinations Made At Application",410022,,963146,,839092,,124054,
OR,Oregon,2018-09-01,Y,P,N,11849,"Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies",,,11849,"Does Not Include All Non-MAGI Applications",20849,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",2354,,23203,"Does Not Include All Non-MAGI Determinations Made At Application",408760,,960905,,837037,,123868,
OR,Oregon,2018-09-01,Y,U,Y,12218,"Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies",,,12218,"Does Not Include All Non-MAGI Applications",20437,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",2284,,22721,"Does Not Include All Non-MAGI Determinations Made At Application",414553,,972150,,846182,,125968,
OR,Oregon,2018-10-01,Y,P,N,13381,"Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies",,,13381,"Does Not Include All Non-MAGI Applications",25282,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",2802,,28084,"Does Not Include All Non-MAGI Determinations Made At Application",408826,,961833,,837510,,124323,
OR,Oregon,2018-10-01,Y,U,Y,13712,"Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies",,,13712,"Does Not Include All Non-MAGI Applications",24709,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",2703,,27412,"Does Not Include All Non-MAGI Determinations Made At Application",415900,,976814,,850025,,126789,
OR,Oregon,2018-11-01,Y,P,N,12661,"Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies",,,12661,"Does Not Include All Non-MAGI Applications",23046,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",2275,,25321,"Does Not Include All Non-MAGI Determinations Made At Application",410560,,967235,,842458,,124777,
OR,Oregon,2018-11-01,Y,U,Y,13587,"Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies",,,13587,"Does Not Include All Non-MAGI Applications",22491,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",2206,,24697,"Does Not Include All Non-MAGI Determinations Made At Application",415129,,977643,,851055,,126588,
OR,Oregon,2018-12-01,Y,P,N,14277,"Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies",,,14277,"Does Not Include All Non-MAGI Applications",26837,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",2651,,29488,"Does Not Include All Non-MAGI Determinations Made At Application",408800,,966801,,842606,,124195,
